;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente
4541;CLI4543;0;46;4;0;1;2;1;94837;6;1.033;50;0;197
4542;CLI4544;1;80;3;0;2;3;0;26142;24;0.779;30;0;212
4543;CLI4545;0;44;4;0;2;6;1;71764;38;1.606;30;0;450
4544;CLI4546;0;36;0;1;1;3;3;23886;22;1.123;30;1;387
4545;CLI4547;1;20;3;2;1;3;2;15447;47;2.375;30;1;399
4546;CLI4548;0;24;5;2;0;3;2;23796;22;2.513;30;0;455
4547;CLI4549;0;47;8;0;1;2;1;41245;11;1.091;50;1;341
4548;CLI4550;0;32;3;1;1;4;3;30451;16;1.031;30;0;202
4549;CLI4551;1;41;5;1;1;6;3;92333;45;1.813;30;0;100
4550;CLI4552;1;65;0;0;1;2;1;28897;46;1.346;30;1;110
4551;CLI4553;0;35;3;1;1;4;3;31320;10;0.732;30;0;110
4552;CLI4554;0;46;1;0;1;1;1;28254;44;1.052;30;0;405
4553;CLI4555;0;51;0;0;1;1;1;66695;24;0.583;50;1;193
4554;CLI4556;1;58;7;0;1;3;1;29355;16;0.622;30;0;532
4555;CLI4557;1;45;0;0;2;3;1;27301;25;1.928;30;0;92
4556;CLI4558;1;23;3;2;1;3;2;14541;3;3.065;30;1;229
4557;CLI4559;1;68;2;0;0;2;1;115713;48;1.287;120;0;460
4558;CLI4560;1;34;3;1;1;1;3;26908;37;1.974;30;0;351
4559;CLI4561;0;64;4;0;1;1;1;60523;6;1.013;50;1;345
4560;CLI4562;1;40;0;1;1;1;3;105076;5;1.859;50;0;563
4561;CLI4563;0;31;7;2;1;2;3;30121;27;1.031;30;0;71
4562;CLI4564;0;52;5;0;2;4;1;89349;29;1.306;80;1;194
4563;CLI4565;0;40;4;1;1;1;3;24810;21;1.698;30;1;133
4564;CLI4566;1;40;0;1;1;1;3;85594;5;1.997;50;0;181
4565;CLI4567;0;36;3;1;1;5;3;24873;2;0.709;30;0;192
4566;CLI4568;0;51;0;0;0;4;1;89948;18;11.305;80;0;46
4567;CLI4569;1;54;0;0;2;2;1;101752;25;1.111;50;0;308
4568;CLI4570;1;36;3;1;1;5;3;29223;24;1.445;30;1;142
4569;CLI4571;0;54;1;0;2;2;1;109262;44;0.642;50;0;302
4570;CLI4572;1;28;0;2;1;4;3;24507;17;10.635;30;0;309
4571;CLI4573;1;88;2;0;1;1;0;86190;11;1.072;50;1;332
4572;CLI4574;1;40;3;1;1;4;3;22492;46;0.686;30;1;369
4573;CLI4575;1;29;4;2;1;1;3;29458;35;2.547;30;1;308
4574;CLI4576;0;50;5;0;1;1;1;51782;24;0.818;30;1;162
4575;CLI4577;0;45;7;0;2;4;1;63835;41;0.663;30;0;548
4576;CLI4578;0;76;0;0;1;2;1;105655;18;15.215;50;0;588
4577;CLI4579;1;58;7;0;2;4;1;109816;4;1.209;80;0;296
4578;CLI4580;1;45;0;0;0;2;1;23006;30;1.284;30;0;35
4579;CLI4581;1;47;2;0;1;4;1;123399;14;1.15;200;0;298
4580;CLI4582;0;56;0;0;2;2;1;41833;15;0.798;50;0;65
4581;CLI4583;1;50;0;0;2;6;1;50614;41;0.622;30;0;514
4582;CLI4584;1;55;2;0;0;3;1;85701;29;0.681;80;0;593
4583;CLI4585;1;63;5;0;2;4;1;21024;41;0.837;30;0;384
4584;CLI4586;1;77;8;0;0;2;1;70538;47;1.424;50;0;31
4585;CLI4587;0;65;0;0;1;3;1;31872;48;1.561;30;0;156
4586;CLI4588;1;92;8;0;1;1;0;110369;45;0.759;50;0;66
4587;CLI4589;0;33;3;1;1;5;3;31914;9;0.847;30;1;328
4588;CLI4590;1;47;4;0;2;4;1;60748;37;15.215;80;0;215
4589;CLI4591;1;44;0;0;1;1;1;29316;24;0.985;30;0;175
4590;CLI4592;1;81;8;0;1;1;0;51938;15;0.896;30;1;341
4591;CLI4593;1;36;6;1;1;3;3;29723;46;1.767;30;0;209
4592;CLI4594;0;69;6;0;1;1;1;100946;39;1.737;50;0;266
4593;CLI4595;1;45;2;0;0;5;1;71847;35;1.698;30;0;567
4594;CLI4596;0;66;8;0;2;3;1;115576;33;0.583;30;0;414
4595;CLI4597;1;68;0;0;2;1;1;123568;48;1.072;50;1;252
4596;CLI4598;1;34;5;1;1;4;3;31433;3;0.847;30;1;374
4597;CLI4599;0;31;1;2;2;2;3;27465;25;1.859;30;1;239
4598;CLI4600;0;41;7;1;2;2;3;81821;44;1.077;120;1;218
4599;CLI4601;1;77;8;0;0;2;1;126739;25;1.482;120;1;122
4600;CLI4602;1;86;7;0;1;2;0;86928;5;0.974;120;1;212
4601;CLI4603;1;21;8;2;1;3;2;12157;3;1.547;30;0;492
4602;CLI4604;0;42;0;0;1;8;3;51236;3;1.721;30;0;506
4603;CLI4605;1;21;7;2;1;3;2;17440;46;2.789;30;0;162
4604;CLI4606;0;31;5;2;1;1;3;20383;15;1.629;30;1;248
4605;CLI4607;0;80;2;0;1;3;0;43148;30;0.7;30;0;431
4606;CLI4608;1;92;8;0;0;2;0;56516;49;0.779;30;1;108
4607;CLI4609;1;23;3;2;1;4;2;13560;40;2.616;30;0;508
4608;CLI4610;1;87;8;0;0;2;0;100925;4;1.111;120;0;431
4609;CLI4611;1;22;3;2;1;1;2;23847;11;2.306;30;1;132
4610;CLI4612;1;65;7;0;1;1;1;75995;21;0.72;120;1;171
4611;CLI4613;1;46;0;0;2;3;1;53430;17;0.681;30;0;320
4612;CLI4614;1;61;1;0;1;4;1;37675;42;1.209;30;1;184
4613;CLI4615;1;45;0;0;1;2;1;89056;19;1.123;50;0;325
4614;CLI4616;1;53;7;0;1;1;1;125627;17;1.561;50;1;221
4615;CLI4617;1;79;2;0;0;4;0;57303;29;0.72;80;0;35
4616;CLI4618;1;57;0;0;2;6;1;54968;16;1.697;30;0;435
4617;CLI4619;0;28;8;2;1;1;3;22520;28;2.133;30;1;396
4618;CLI4620;1;62;0;0;1;2;1;125947;24;1.346;50;0;55
4619;CLI4621;1;88;8;0;0;2;0;105608;17;1.365;120;0;410
4620;CLI4622;1;91;2;0;1;7;0;46275;23;0.564;30;1;102
4621;CLI4623;1;53;0;0;2;2;1;23862;22;1.502;30;0;499
4622;CLI4624;0;52;5;0;2;2;1;99085;35;11.305;50;0;45
4623;CLI4625;0;52;5;0;2;2;1;28555;37;1.502;30;0;526
4624;CLI4626;0;91;8;0;0;2;0;28878;16;0.876;30;1;181
4625;CLI4627;0;42;4;0;1;1;3;110175;18;1.054;120;1;103
4626;CLI4628;1;32;3;1;1;3;3;25727;2;1.606;30;1;190
4627;CLI4629;1;55;7;0;2;4;1;44150;48;0.74;30;0;571
4628;CLI4630;0;57;4;0;2;4;1;31184;0;0.564;30;0;149
4629;CLI4631;1;74;8;0;0;2;1;77339;25;0.915;120;0;217
4630;CLI4632;1;36;7;1;1;8;3;19607;42;1.652;30;1;159
4631;CLI4633;1;40;2;1;0;6;3;112998;41;1.468;30;1;175
4632;CLI4634;1;72;7;0;2;4;1;29178;30;0.955;30;1;112
4633;CLI4635;0;28;6;2;1;9;3;20403;30;2.754;30;1;375
4634;CLI4636;1;30;7;2;1;4;3;25019;26;0.778;30;1;149
4635;CLI4637;1;24;5;2;1;4;2;21171;43;1.029;30;0;305
4636;CLI4638;1;56;4;0;2;3;1;124288;32;1.482;200;0;344
4637;CLI4639;0;46;7;0;1;1;1;52261;37;1.482;50;0;457
4638;CLI4640;1;51;0;0;2;4;1;89083;42;1.033;80;1;389
4639;CLI4641;0;25;3;2;1;3;2;30485;29;2.961;30;0;573
4640;CLI4642;1;88;8;0;0;2;0;43712;9;0.72;50;0;336
4641;CLI4643;0;44;7;0;1;6;1;50042;5;1.928;30;0;390
4642;CLI4644;0;53;0;0;2;2;1;62671;7;1.033;50;1;170
4643;CLI4645;0;61;0;0;1;1;1;88654;12;1.326;50;1;148
4644;CLI4646;1;40;7;1;1;3;3;60859;2;1.192;30;0;436
4645;CLI4647;1;45;0;0;2;2;1;51858;7;0.663;50;0;432
4646;CLI4648;0;35;0;1;1;3;3;26441;0;1.054;30;1;318
4647;CLI4649;1;41;7;1;2;2;3;71236;30;1.606;50;0;156
4648;CLI4650;1;33;3;1;1;2;3;28391;18;1.169;30;0;300
4649;CLI4651;0;87;8;0;1;1;0;25643;0;1.502;30;1;227
4650;CLI4652;1;72;0;0;2;4;1;94809;29;1.346;80;0;320
4651;CLI4653;1;54;2;0;0;4;1;33445;21;1.756;30;0;465
4652;CLI4654;1;58;0;0;2;4;1;117188;44;0.72;80;0;386
4653;CLI4655;1;22;3;2;1;5;2;15435;8;3.03;30;1;161
4654;CLI4656;0;86;8;0;0;2;0;127468;17;1.639;120;0;537
4655;CLI4657;1;35;5;1;1;5;3;22057;39;0.916;30;0;150
4656;CLI4658;1;25;3;2;1;2;2;30372;10;2.996;30;1;361
4657;CLI4659;0;44;0;0;2;2;1;77520;9;0.939;50;0;563
4658;CLI4660;0;33;4;1;1;3;3;30958;29;1.422;30;0;305
4659;CLI4661;1;50;7;0;1;4;1;30859;44;0.876;30;0;523
4660;CLI4662;1;28;3;2;2;2;3;23767;9;3.065;30;1;350
4661;CLI4663;0;22;3;2;1;4;2;20595;14;2.892;30;0;381
4662;CLI4664;0;31;1;2;2;3;3;28429;46;1.744;30;0;162
4663;CLI4665;0;30;3;2;1;3;3;21755;23;0.755;30;0;472
4664;CLI4666;1;21;3;2;1;3;2;20566;2;14.775;30;0;110
4665;CLI4667;0;30;5;2;1;1;3;27262;39;1.767;30;0;449
4666;CLI4668;0;29;3;2;1;4;3;19894;1;14.775;30;1;370
4667;CLI4669;1;61;0;0;2;2;1;69955;2;0.915;30;0;504
4668;CLI4670;0;45;4;0;2;3;1;64089;43;1.33;30;1;235
4669;CLI4671;1;28;3;2;1;4;3;27921;8;2.582;30;1;325
4670;CLI4672;0;74;0;0;2;2;1;99815;41;1.091;50;0;168
4671;CLI4673;0;28;4;2;2;2;3;30571;46;1.65;30;0;85
4672;CLI4674;1;96;8;0;1;1;0;77242;42;1.6;50;1;125
4673;CLI4675;1;29;5;2;1;6;3;27920;12;1.65;30;0;495
4674;CLI4676;0;41;0;1;1;1;3;113034;38;1.422;50;1;279
4675;CLI4677;1;46;5;0;1;1;1;42449;17;1.502;50;0;134
4676;CLI4678;0;34;3;1;1;4;3;30473;31;1.698;30;0;338
4677;CLI4679;0;22;3;2;1;3;2;17056;31;13.395;30;0;261
4678;CLI4680;1;56;7;0;0;4;1;55924;44;0.994;80;0;441
4679;CLI4681;0;97;8;0;1;1;0;45865;0;1.365;50;0;454
4680;CLI4682;1;36;3;1;1;4;3;20929;44;1.146;30;0;68
4681;CLI4683;0;61;0;0;1;1;1;90672;2;1.189;50;1;137
4682;CLI4684;1;24;3;2;1;3;2;16388;13;3.03;30;1;248
4683;CLI4685;0;43;4;0;1;3;3;33891;22;0.709;30;1;389
4684;CLI4686;1;68;0;0;1;3;1;64635;17;1.385;80;1;229
4685;CLI4687;0;41;1;1;2;3;3;88911;47;1.744;30;0;388
4686;CLI4688;0;29;1;2;1;1;3;30757;37;2.375;30;1;364
4687;CLI4689;1;30;0;2;1;2;3;21300;5;1.997;30;1;215
4688;CLI4690;1;32;3;1;1;4;3;18528;18;0.732;30;1;159
4689;CLI4691;0;34;7;1;1;1;3;27253;47;1.261;30;0;149
4690;CLI4692;1;44;7;0;2;5;1;40298;19;1.905;30;0;598
4691;CLI4693;1;62;7;0;1;2;1;36217;15;1.658;50;0;528
4692;CLI4694;0;50;0;0;0;5;1;64494;10;1.697;30;0;465
4693;CLI4695;0;44;7;0;1;1;1;48374;19;1.077;50;0;583
4694;CLI4696;1;33;3;1;1;3;3;26592;17;0.801;30;0;47
4695;CLI4697;1;25;3;2;1;4;2;24084;24;3.099;30;0;233
4696;CLI4698;1;51;0;0;1;2;1;70335;0;0.857;50;0;165
4697;CLI4699;0;43;3;0;0;2;3;58212;47;1.169;50;0;284
4698;CLI4700;0;72;8;0;0;9;1;25522;47;0.798;30;1;374
4699;CLI4701;1;44;0;0;1;1;1;50911;10;1.629;50;0;399
4700;CLI4702;1;40;4;1;2;1;3;93631;39;1.56;120;0;348
4701;CLI4703;0;20;3;2;1;4;2;23328;20;2.582;30;0;315
4702;CLI4704;1;80;2;0;0;2;0;71472;18;0.72;50;1;281
4703;CLI4705;0;74;4;0;2;4;1;117970;49;0.7;30;0;182
4704;CLI4706;0;55;0;0;2;3;1;105333;45;1.189;80;0;268
4705;CLI4707;1;42;0;0;2;3;3;93191;12;1.008;30;0;256
4706;CLI4708;1;20;3;2;1;5;2;15244;15;1.719;30;0;85
4707;CLI4709;1;21;8;2;1;4;2;18417;45;3.03;30;0;429
4708;CLI4710;1;21;3;2;1;4;2;17311;36;1.754;30;0;402
4709;CLI4711;0;43;0;0;1;1;3;99899;22;0.663;50;0;34
4710;CLI4712;0;29;4;2;1;2;3;19078;40;12.015;30;1;286
4711;CLI4713;1;64;0;0;1;2;1;87341;10;1.111;50;0;61
4712;CLI4714;0;31;0;2;1;2;3;26449;47;1.215;30;1;307
4713;CLI4715;0;58;0;0;2;2;1;49750;0;1.639;50;0;501
4714;CLI4716;1;20;5;2;1;2;2;12169;7;1.616;30;0;291
4715;CLI4717;1;54;7;0;2;4;1;31954;44;1.052;30;0;204
4716;CLI4718;1;21;3;2;1;3;2;20108;35;1.995;30;0;306
4717;CLI4719;1;22;5;2;1;4;2;12400;7;2.789;30;1;240
4718;CLI4720;1;61;0;0;1;2;1;69081;5;0.74;50;0;244
4719;CLI4721;0;35;4;1;1;3;3;25769;24;0.962;30;0;166
4720;CLI4722;1;30;3;2;1;4;3;18411;9;1.56;30;0;508
4721;CLI4723;1;79;2;0;0;5;0;128901;38;1.697;200;0;161
4722;CLI4724;0;65;0;0;1;1;1;61890;34;1.17;50;0;550
4723;CLI4725;0;39;0;1;1;3;3;19340;14;2.043;30;0;138
4724;CLI4726;0;35;4;1;1;1;3;26198;9;1.353;30;0;458
4725;CLI4727;0;31;3;2;0;2;3;26365;48;1.813;30;0;518
4726;CLI4728;1;21;7;2;1;2;2;16486;20;11.325;30;0;302
4727;CLI4729;1;57;0;0;0;1;1;93676;2;1.424;50;1;123
4728;CLI4730;1;32;5;1;1;3;3;24653;2;1.008;30;0;62
4729;CLI4731;0;56;1;0;2;4;1;24492;16;1.346;30;0;286
4730;CLI4732;1;30;3;2;1;5;3;29794;43;1.928;30;0;146
4731;CLI4733;0;52;7;0;1;1;1;110572;38;0.661;50;0;567
4732;CLI4734;1;67;7;0;1;1;1;59466;20;1.326;30;1;236
4733;CLI4735;0;83;8;0;0;2;0;63659;18;1.326;30;0;446
4734;CLI4736;1;21;3;2;1;1;2;22342;39;1.098;30;1;104
4735;CLI4737;1;53;0;0;2;2;1;82428;39;0.935;50;0;281
4736;CLI4738;1;65;0;0;2;2;1;88475;40;0.622;50;1;302
4737;CLI4739;1;46;1;0;1;1;1;49940;46;1.306;30;1;161
4738;CLI4740;0;95;8;0;1;1;0;36824;35;1.58;50;0;515
4739;CLI4741;1;36;7;1;1;4;3;24334;39;1.468;30;1;335
4740;CLI4742;0;41;0;1;0;2;3;46336;38;1.767;50;0;505
4741;CLI4743;1;54;2;0;0;5;1;111655;49;1.248;30;0;517
4742;CLI4744;1;57;7;0;2;3;1;31409;41;1.346;30;0;482
4743;CLI4745;1;45;0;0;1;3;1;104447;14;1.468;30;0;420
4744;CLI4746;1;29;3;2;1;1;3;21071;17;2.651;30;0;471
4745;CLI4747;1;25;5;2;1;5;2;30810;24;1.719;30;0;426
4746;CLI4748;1;39;5;1;1;3;3;20088;36;1.422;30;0;108
4747;CLI4749;1;41;0;1;2;2;3;118231;20;1.1;50;0;409
4748;CLI4750;1;47;7;0;1;2;1;22300;32;1.463;30;0;320
4749;CLI4751;1;55;4;0;1;2;1;82204;46;0.974;120;0;115
4750;CLI4752;0;55;4;0;1;1;1;59472;17;0.896;30;0;273
4751;CLI4753;0;29;3;2;1;1;3;26124;0;1.961;30;0;291
4752;CLI4754;0;22;3;2;1;3;2;21378;16;2.202;30;0;124
4753;CLI4755;0;34;1;1;2;2;3;24384;36;1.744;30;0;513
4754;CLI4756;0;34;3;1;1;3;3;18749;18;1.905;30;0;316
4755;CLI4757;1;45;2;0;2;5;1;26889;44;1.491;30;0;432
4756;CLI4758;1;92;8;0;1;1;0;40902;32;1.697;30;1;172
4757;CLI4759;0;24;3;2;1;5;2;12435;41;2.616;30;0;600
4758;CLI4760;1;63;8;0;1;5;1;105380;25;1.482;30;0;146
4759;CLI4761;0;25;3;2;1;4;2;26277;31;2.478;30;0;267
4760;CLI4762;0;76;8;0;1;1;1;24020;29;11.305;30;0;360
4761;CLI4763;0;75;0;0;1;2;1;124003;47;15.215;50;0;94
4762;CLI4764;0;33;3;1;1;4;3;22852;43;1.491;30;1;352
4763;CLI4765;0;29;5;2;1;1;3;27658;5;2.892;30;1;197
4764;CLI4766;1;87;8;0;1;1;0;40187;19;0.72;30;0;597
4765;CLI4767;1;35;5;1;1;1;3;19718;24;0.985;30;0;327
4766;CLI4768;0;40;0;1;1;1;3;46595;42;1.422;50;0;521
4767;CLI4769;1;20;7;2;1;5;2;12520;41;2.237;30;0;163
4768;CLI4770;1;33;3;1;1;4;3;19065;8;0.663;30;0;302
4769;CLI4771;0;51;0;0;1;1;1;25355;33;0.818;30;0;357
4770;CLI4772;1;36;8;1;1;2;3;18438;32;2.043;30;0;175
4771;CLI4773;1;21;3;2;1;5;2;20895;13;1.098;30;0;439
4772;CLI4774;1;36;7;1;1;4;3;27823;23;1.997;30;0;453
4773;CLI4775;0;72;0;0;1;1;1;46911;28;0.779;50;0;309
4774;CLI4776;1;29;0;2;2;2;3;21403;13;14.775;30;0;125
4775;CLI4777;0;33;1;1;1;1;3;30366;49;1.997;30;0;502
4776;CLI4778;0;36;7;1;1;4;3;27394;17;0.939;30;0;245
4777;CLI4779;0;30;4;2;2;4;3;26851;39;0.686;30;0;587
4778;CLI4780;1;72;0;0;2;2;1;68417;7;1.17;50;0;463
4779;CLI4781;1;85;8;0;1;2;0;124082;31;0.74;120;0;511
4780;CLI4782;0;22;4;2;1;4;2;23607;14;2.202;30;0;82
4781;CLI4783;0;30;1;2;1;7;3;19478;10;1.652;30;0;404
4782;CLI4784;1;86;8;0;1;1;0;124524;8;0.837;120;1;305
4783;CLI4785;0;56;5;0;2;4;1;27275;12;0.72;30;0;480
4784;CLI4786;1;20;3;2;1;4;2;14160;20;1.443;30;0;303
4785;CLI4787;0;69;0;0;1;1;1;57411;31;1.678;50;1;202
4786;CLI4788;1;40;4;1;2;3;3;93293;23;1.997;30;0;225
4787;CLI4789;1;47;2;0;0;4;1;72130;30;1.756;80;0;599
4788;CLI4790;1;51;2;0;0;4;1;56308;11;0.915;80;0;67
4789;CLI4791;1;56;0;0;1;3;1;86807;24;1.482;80;0;313
4790;CLI4792;1;47;4;0;1;1;1;32732;28;1.717;30;1;291
4791;CLI4793;0;47;0;0;2;2;1;117570;46;1.326;50;0;182
4792;CLI4794;0;41;7;1;1;1;3;38477;39;1.721;50;0;174
4793;CLI4795;0;69;0;0;2;5;1;51546;38;1.228;30;0;119
4794;CLI4796;1;33;5;1;1;5;3;22914;11;1.767;30;0;385
4795;CLI4797;0;41;7;1;2;2;3;95565;13;0.962;50;0;126
4796;CLI4798;1;58;0;0;2;3;1;87545;17;1.541;30;0;510
4797;CLI4799;0;29;3;2;0;7;3;24188;19;2.099;30;0;44
4798;CLI4800;1;44;0;0;2;2;1;80455;10;1.79;50;1;134
4799;CLI4801;1;45;7;0;2;4;1;28775;35;1.537;30;1;390
4800;CLI4802;1;73;0;0;1;1;1;92800;8;1.58;50;0;420
4801;CLI4803;1;88;8;0;1;1;0;94751;24;0.798;50;0;586
4802;CLI4804;0;41;4;1;2;5;3;122528;3;0.962;200;1;383
4803;CLI4805;0;46;0;0;0;4;1;102942;35;0.915;30;0;121
4804;CLI4806;0;42;0;0;1;2;3;44303;24;1.215;50;0;386
4805;CLI4807;0;58;8;0;1;1;1;82410;47;1.717;120;0;39
4806;CLI4808;1;36;2;1;1;2;3;21049;4;1.169;30;0;285
4807;CLI4809;0;57;8;0;2;7;1;43043;28;1.287;30;0;420
4808;CLI4810;1;36;2;1;0;4;3;22859;43;1.445;30;0;505
4809;CLI4811;1;21;3;2;1;3;2;16809;47;3.065;30;0;267
4810;CLI4812;1;58;0;0;2;3;1;96219;9;1.561;80;1;315
4811;CLI4813;1;55;5;0;2;8;1;108820;14;1.404;30;1;116
4812;CLI4814;0;29;4;2;1;2;3;31633;0;13.395;30;0;591
4813;CLI4815;1;22;3;2;1;3;2;22491;27;1.374;30;1;105
4814;CLI4816;0;58;2;0;0;4;1;60437;26;1.209;80;1;139
4815;CLI4817;0;45;0;0;2;2;1;89668;26;1.399;50;0;391
4816;CLI4818;1;53;2;0;0;3;1;82426;39;0.935;80;0;433
4817;CLI4819;1;62;2;0;0;4;1;67198;5;1.17;30;1;242
4818;CLI4820;0;73;0;0;1;1;1;72554;18;1.756;50;0;449
4819;CLI4821;1;39;7;1;2;4;3;31350;11;1.56;30;0;149
4820;CLI4822;1;55;7;0;1;2;1;86540;1;1.639;120;1;168
4821;CLI4823;0;56;0;0;1;2;1;115787;48;1.58;50;1;358
4822;CLI4824;0;33;3;1;1;3;3;29035;14;1.882;30;0;123
4823;CLI4825;1;33;2;1;1;4;3;19041;34;1.675;30;0;451
4824;CLI4826;0;55;0;0;1;1;1;66760;38;1.189;50;1;107
4825;CLI4827;1;67;0;0;1;1;1;22348;11;0.642;30;0;454
4826;CLI4828;1;21;3;2;1;5;2;12895;45;2.927;30;1;155
4827;CLI4829;0;24;5;2;1;2;2;22003;4;2.858;30;0;394
4828;CLI4830;0;39;3;1;1;1;3;19789;47;1.284;30;0;498
4829;CLI4831;0;52;4;0;1;4;1;55562;42;1.58;80;1;274
4830;CLI4832;1;35;5;1;1;4;3;20903;18;1.031;30;1;329
4831;CLI4833;1;36;3;1;0;2;3;27187;41;1.146;30;0;215
4832;CLI4834;0;28;3;2;1;2;3;25558;10;1.892;30;0;291
4833;CLI4835;0;31;3;2;1;4;3;27769;6;1.675;30;0;509
4834;CLI4836;1;35;1;1;1;2;3;27312;7;2.043;30;0;185
4835;CLI4837;0;55;3;0;0;6;1;116074;18;1.639;30;1;243
4836;CLI4838;0;41;4;1;2;3;3;97387;8;0.663;30;1;171
4837;CLI4839;1;58;0;0;1;1;1;90505;43;1.248;50;0;492
4838;CLI4840;0;54;0;0;1;2;1;68589;38;0.837;50;0;95
4839;CLI4841;1;79;8;0;1;1;0;38891;4;0.857;50;0;363
4840;CLI4842;1;66;2;0;0;3;1;68180;6;1.697;80;1;327
4841;CLI4843;1;53;0;0;1;1;1;43211;12;0.857;50;0;76
4842;CLI4844;0;35;3;1;1;4;3;18393;14;1.514;30;0;102
4843;CLI4845;1;53;7;0;1;2;1;77479;15;15.215;50;0;366
4844;CLI4846;0;36;7;1;1;1;3;20131;17;1.008;30;0;327
4845;CLI4847;0;29;4;2;1;2;3;28710;29;2.754;30;0;341
4846;CLI4848;0;42;0;0;2;4;3;121024;6;1.744;200;0;389
4847;CLI4849;0;62;0;0;1;1;1;31762;26;0.994;30;0;159
4848;CLI4850;0;45;7;0;1;1;1;27387;42;1.008;30;0;232
4849;CLI4851;0;47;4;0;0;4;1;45001;25;1.678;30;0;368
4850;CLI4852;0;56;0;0;2;2;1;55352;18;1.326;50;1;211
4851;CLI4853;0;52;0;0;2;2;1;22963;43;1.052;30;0;455
4852;CLI4854;1;31;0;2;1;3;3;22944;47;0.778;30;0;230
4853;CLI4855;1;22;3;2;1;2;2;18783;16;2.237;30;1;400
4854;CLI4856;0;42;0;0;1;3;3;101383;34;1.629;30;0;541
4855;CLI4857;1;63;2;0;0;3;1;70048;16;0.857;80;0;393
4856;CLI4858;0;31;4;2;2;2;3;21368;18;0.824;30;0;103
4857;CLI4859;1;43;0;0;1;1;3;113372;40;1.215;50;0;406
4858;CLI4860;1;98;6;0;0;2;0;101479;46;1.697;50;0;195
4859;CLI4861;0;89;8;0;2;2;0;33438;44;1.658;30;0;125
4860;CLI4862;1;36;7;1;1;4;3;22573;41;1.284;30;1;343
4861;CLI4863;1;35;0;1;2;2;3;19893;41;1.261;30;0;419
4862;CLI4864;1;87;8;0;1;1;0;91629;39;0.955;120;1;242
4863;CLI4865;0;45;0;0;2;3;1;123763;44;2.066;200;0;522
4864;CLI4866;1;47;0;0;2;2;1;45443;45;11.305;50;1;123
4865;CLI4867;0;75;5;0;2;2;1;67907;42;1.678;30;0;476
4866;CLI4868;0;64;0;0;1;2;1;53928;32;1.033;50;0;512
4867;CLI4869;1;56;7;0;2;5;1;118025;10;0.72;30;0;505
4868;CLI4870;1;52;0;0;1;2;1;100043;36;0.818;50;1;265
4869;CLI4871;0;61;1;0;2;3;1;109131;38;1.482;80;0;511
4870;CLI4872;0;43;0;0;1;1;3;84599;12;1.652;50;0;347
4871;CLI4873;0;36;3;1;1;5;3;28778;10;1.491;30;1;122
4872;CLI4874;0;68;0;0;1;1;1;48105;27;0.955;50;0;590
4873;CLI4875;1;56;2;0;0;4;1;27839;49;1.052;30;0;69
4874;CLI4876;1;32;7;1;1;3;3;18890;32;1.882;30;0;470
4875;CLI4877;0;53;0;0;1;1;1;45238;18;1.717;50;0;38
4876;CLI4878;1;45;4;0;1;7;1;110821;47;0.962;30;0;423
4877;CLI4879;1;46;3;0;1;1;1;59084;37;0.661;50;1;321
4878;CLI4880;0;22;3;2;1;3;2;18753;42;13.395;30;0;449
4879;CLI4881;0;66;0;0;2;4;1;71464;13;0.915;80;1;234
4880;CLI4882;0;79;8;0;0;2;0;116401;30;0.779;50;1;274
4881;CLI4883;1;28;7;2;1;1;3;21028;26;2.03;30;1;375
4882;CLI4884;0;63;5;0;2;4;1;88296;22;1.717;80;0;452
4883;CLI4885;0;44;4;0;2;4;1;34438;40;0.663;30;1;231
4884;CLI4886;1;39;5;1;1;2;3;27444;6;1.445;30;0;448
4885;CLI4887;0;34;4;1;1;2;3;20457;13;0.847;30;0;272
4886;CLI4888;0;86;8;0;1;1;0;123190;26;0.818;120;0;319
4887;CLI4889;0;45;0;0;1;1;1;25084;21;1.836;30;1;339
4888;CLI4890;1;63;0;0;2;3;1;96623;34;1.561;80;1;118
4889;CLI4891;0;45;6;0;1;3;1;27736;27;0.939;30;0;480
4890;CLI4892;1;54;0;0;1;2;1;115507;22;1.17;50;1;313
4891;CLI4893;1;44;4;0;1;2;1;32043;32;1.767;30;1;109
4892;CLI4894;1;98;8;0;1;2;0;54784;9;1.385;50;0;580
4893;CLI4895;1;67;2;0;0;2;1;104191;16;0.896;50;0;84
4894;CLI4896;0;42;7;0;2;3;3;99977;28;1.721;30;1;337
4895;CLI4897;0;64;5;0;2;3;1;72912;42;0.915;80;0;335
4896;CLI4898;0;51;0;0;2;2;1;50361;34;1.443;50;1;244
4897;CLI4899;0;24;4;2;1;3;2;20814;46;2.237;30;0;235
4898;CLI4900;1;43;7;0;2;2;3;60762;40;1.606;50;0;65
4899;CLI4901;0;64;4;0;2;4;1;22664;24;0.564;30;0;579
4900;CLI4902;0;42;0;0;2;2;3;51928;19;1.882;50;0;356
4901;CLI4903;1;31;0;2;2;2;3;21572;19;1.721;30;0;432
4902;CLI4904;0;39;0;1;0;4;3;27187;24;1.008;30;0;361
4903;CLI4905;0;77;8;0;0;2;1;97889;20;1.6;50;0;512
4904;CLI4906;1;33;2;1;0;4;3;19919;2;1.767;30;0;414
4905;CLI4907;1;61;7;0;1;1;1;108723;36;1.717;120;0;209
