Unnamed: 0;ID;Genero;Edad;Profesion;Experiencia laboral;Gastoscore;Family_Size;Generacion;Ingresos anuales brutos;Provincia;Digital_encuesta;Gasto_medio_mensual_cuota;Abandono;Dias_cliente;cluster
4676;CLI4678;0;34;3;1;1;4;3;30473;31;1.698;30;0;338;1
4677;CLI4679;0;22;3;2;1;3;2;17056;31;13.395;30;0;261;4
4678;CLI4680;1;56;7;0;0;4;1;55924;44;0.994;80;0;441;2
4679;CLI4681;0;97;8;0;1;1;0;45865;0;1.365;50;0;454;2
4680;CLI4682;1;36;3;1;1;4;3;20929;44;1.146;30;0;68;1
4681;CLI4683;0;61;0;0;1;1;1;90672;2;1.189;50;1;137;3
4682;CLI4684;1;24;3;2;1;3;2;16388;13;3.03;30;1;248;1
4683;CLI4685;0;43;4;0;1;3;3;33891;22;0.709;30;1;389;1
4684;CLI4686;1;68;0;0;1;3;1;64635;17;1.385;80;1;229;3
4685;CLI4687;0;41;1;1;2;3;3;88911;47;1.744;30;0;388;1
4686;CLI4688;0;29;1;2;1;1;3;30757;37;2.375;30;1;364;1
4687;CLI4689;1;30;0;2;1;2;3;21300;5;1.997;30;1;215;1
4688;CLI4690;1;32;3;1;1;4;3;18528;18;0.732;30;1;159;1
4689;CLI4691;0;34;7;1;1;1;3;27253;47;1.261;30;0;149;1
4690;CLI4692;1;44;7;0;2;5;1;40298;19;1.905;30;0;598;0
4691;CLI4693;1;62;7;0;1;2;1;36217;15;1.658;50;0;528;2
4692;CLI4694;0;50;0;0;0;5;1;64494;10;1.697;30;0;465;0
4693;CLI4695;0;44;7;0;1;1;1;48374;19;1.077;50;0;583;0
4694;CLI4696;1;33;3;1;1;3;3;26592;17;0.801;30;0;47;1
4695;CLI4697;1;25;3;2;1;4;2;24084;24;3.099;30;0;233;1
4696;CLI4698;1;51;0;0;1;2;1;70335;0;0.857;50;0;165;3
4697;CLI4699;0;43;3;0;0;2;3;58212;47;1.169;50;0;284;1
4698;CLI4700;0;72;8;0;0;9;1;25522;47;0.798;30;1;374;2
4699;CLI4701;1;44;0;0;1;1;1;50911;10;1.629;50;0;399;0
4700;CLI4702;1;40;4;1;2;1;3;93631;39;1.56;120;0;348;0
4701;CLI4703;0;20;3;2;1;4;2;23328;20;2.582;30;0;315;1
4702;CLI4704;1;80;2;0;0;2;0;71472;18;0.72;50;1;281;2
4703;CLI4705;0;74;4;0;2;4;1;117970;49;0.7;30;0;182;3
4704;CLI4706;0;55;0;0;2;3;1;105333;45;1.189;80;0;268;0
4705;CLI4707;1;42;0;0;2;3;3;93191;12;1.008;30;0;256;3
4706;CLI4708;1;20;3;2;1;5;2;15244;15;1.719;30;0;85;1
4707;CLI4709;1;21;8;2;1;4;2;18417;45;3.03;30;0;429;1
4708;CLI4710;1;21;3;2;1;4;2;17311;36;1.754;30;0;402;1
4709;CLI4711;0;43;0;0;1;1;3;99899;22;0.663;50;0;34;3
4710;CLI4712;0;29;4;2;1;2;3;19078;40;12.015;30;1;286;4
4711;CLI4713;1;64;0;0;1;2;1;87341;10;1.111;50;0;61;3
4712;CLI4714;0;31;0;2;1;2;3;26449;47;1.215;30;1;307;1
4713;CLI4715;0;58;0;0;2;2;1;49750;0;1.639;50;0;501;0
4714;CLI4716;1;20;5;2;1;2;2;12169;7;1.616;30;0;291;1
4715;CLI4717;1;54;7;0;2;4;1;31954;44;1.052;30;0;204;3
4716;CLI4718;1;21;3;2;1;3;2;20108;35;1.995;30;0;306;1
4717;CLI4719;1;22;5;2;1;4;2;12400;7;2.789;30;1;240;1
4718;CLI4720;1;61;0;0;1;2;1;69081;5;0.74;50;0;244;3
4719;CLI4721;0;35;4;1;1;3;3;25769;24;0.962;30;0;166;1
4720;CLI4722;1;30;3;2;1;4;3;18411;9;1.56;30;0;508;1
4721;CLI4723;1;79;2;0;0;5;0;128901;38;1.697;200;0;161;2
4722;CLI4724;0;65;0;0;1;1;1;61890;34;1.17;50;0;550;0
4723;CLI4725;0;39;0;1;1;3;3;19340;14;2.043;30;0;138;1
4724;CLI4726;0;35;4;1;1;1;3;26198;9;1.353;30;0;458;1
4725;CLI4727;0;31;3;2;0;2;3;26365;48;1.813;30;0;518;1
4726;CLI4728;1;21;7;2;1;2;2;16486;20;11.325;30;0;302;4
4727;CLI4729;1;57;0;0;0;1;1;93676;2;1.424;50;1;123;3
4728;CLI4730;1;32;5;1;1;3;3;24653;2;1.008;30;0;62;1
4729;CLI4731;0;56;1;0;2;4;1;24492;16;1.346;30;0;286;3
4730;CLI4732;1;30;3;2;1;5;3;29794;43;1.928;30;0;146;1
4731;CLI4733;0;52;7;0;1;1;1;110572;38;0.661;50;0;567;0
4732;CLI4734;1;67;7;0;1;1;1;59466;20;1.326;30;1;236;2
4733;CLI4735;0;83;8;0;0;2;0;63659;18;1.326;30;0;446;2
4734;CLI4736;1;21;3;2;1;1;2;22342;39;1.098;30;1;104;1
4735;CLI4737;1;53;0;0;2;2;1;82428;39;0.935;50;0;281;3
4736;CLI4738;1;65;0;0;2;2;1;88475;40;0.622;50;1;302;3
4737;CLI4739;1;46;1;0;1;1;1;49940;46;1.306;30;1;161;3
4738;CLI4740;0;95;8;0;1;1;0;36824;35;1.58;50;0;515;2
4739;CLI4741;1;36;7;1;1;4;3;24334;39;1.468;30;1;335;1
4740;CLI4742;0;41;0;1;0;2;3;46336;38;1.767;50;0;505;1
4741;CLI4743;1;54;2;0;0;5;1;111655;49;1.248;30;0;517;0
4742;CLI4744;1;57;7;0;2;3;1;31409;41;1.346;30;0;482;0
4743;CLI4745;1;45;0;0;1;3;1;104447;14;1.468;30;0;420;0
4744;CLI4746;1;29;3;2;1;1;3;21071;17;2.651;30;0;471;1
4745;CLI4747;1;25;5;2;1;5;2;30810;24;1.719;30;0;426;1
4746;CLI4748;1;39;5;1;1;3;3;20088;36;1.422;30;0;108;1
4747;CLI4749;1;41;0;1;2;2;3;118231;20;1.1;50;0;409;0
4748;CLI4750;1;47;7;0;1;2;1;22300;32;1.463;30;0;320;2
4749;CLI4751;1;55;4;0;1;2;1;82204;46;0.974;120;0;115;0
4750;CLI4752;0;55;4;0;1;1;1;59472;17;0.896;30;0;273;3
4751;CLI4753;0;29;3;2;1;1;3;26124;0;1.961;30;0;291;1
4752;CLI4754;0;22;3;2;1;3;2;21378;16;2.202;30;0;124;1
4753;CLI4755;0;34;1;1;2;2;3;24384;36;1.744;30;0;513;1
4754;CLI4756;0;34;3;1;1;3;3;18749;18;1.905;30;0;316;1
4755;CLI4757;1;45;2;0;2;5;1;26889;44;1.491;30;0;432;3
4756;CLI4758;1;92;8;0;1;1;0;40902;32;1.697;30;1;172;2
4757;CLI4759;0;24;3;2;1;5;2;12435;41;2.616;30;0;600;1
4758;CLI4760;1;63;8;0;1;5;1;105380;25;1.482;30;0;146;2
4759;CLI4761;0;25;3;2;1;4;2;26277;31;2.478;30;0;267;1
4760;CLI4762;0;76;8;0;1;1;1;24020;29;11.305;30;0;360;4
4761;CLI4763;0;75;0;0;1;2;1;124003;47;15.215;50;0;94;4
4762;CLI4764;0;33;3;1;1;4;3;22852;43;1.491;30;1;352;1
4763;CLI4765;0;29;5;2;1;1;3;27658;5;2.892;30;1;197;1
4764;CLI4766;1;87;8;0;1;1;0;40187;19;0.72;30;0;597;2
4765;CLI4767;1;35;5;1;1;1;3;19718;24;0.985;30;0;327;1
4766;CLI4768;0;40;0;1;1;1;3;46595;42;1.422;50;0;521;1
4767;CLI4769;1;20;7;2;1;5;2;12520;41;2.237;30;0;163;1
4768;CLI4770;1;33;3;1;1;4;3;19065;8;0.663;30;0;302;1
4769;CLI4771;0;51;0;0;1;1;1;25355;33;0.818;30;0;357;3
4770;CLI4772;1;36;8;1;1;2;3;18438;32;2.043;30;0;175;1
4771;CLI4773;1;21;3;2;1;5;2;20895;13;1.098;30;0;439;1
4772;CLI4774;1;36;7;1;1;4;3;27823;23;1.997;30;0;453;1
4773;CLI4775;0;72;0;0;1;1;1;46911;28;0.779;50;0;309;3
4774;CLI4776;1;29;0;2;2;2;3;21403;13;14.775;30;0;125;4
4775;CLI4777;0;33;1;1;1;1;3;30366;49;1.997;30;0;502;1
4776;CLI4778;0;36;7;1;1;4;3;27394;17;0.939;30;0;245;1
4777;CLI4779;0;30;4;2;2;4;3;26851;39;0.686;30;0;587;1
4778;CLI4780;1;72;0;0;2;2;1;68417;7;1.17;50;0;463;0
4779;CLI4781;1;85;8;0;1;2;0;124082;31;0.74;120;0;511;2
4780;CLI4782;0;22;4;2;1;4;2;23607;14;2.202;30;0;82;1
4781;CLI4783;0;30;1;2;1;7;3;19478;10;1.652;30;0;404;1
4782;CLI4784;1;86;8;0;1;1;0;124524;8;0.837;120;1;305;2
4783;CLI4785;0;56;5;0;2;4;1;27275;12;0.72;30;0;480;0
4784;CLI4786;1;20;3;2;1;4;2;14160;20;1.443;30;0;303;1
4785;CLI4787;0;69;0;0;1;1;1;57411;31;1.678;50;1;202;3
4786;CLI4788;1;40;4;1;2;3;3;93293;23;1.997;30;0;225;1
4787;CLI4789;1;47;2;0;0;4;1;72130;30;1.756;80;0;599;0
4788;CLI4790;1;51;2;0;0;4;1;56308;11;0.915;80;0;67;2
4789;CLI4791;1;56;0;0;1;3;1;86807;24;1.482;80;0;313;0
4790;CLI4792;1;47;4;0;1;1;1;32732;28;1.717;30;1;291;3
4791;CLI4793;0;47;0;0;2;2;1;117570;46;1.326;50;0;182;3
4792;CLI4794;0;41;7;1;1;1;3;38477;39;1.721;50;0;174;1
4793;CLI4795;0;69;0;0;2;5;1;51546;38;1.228;30;0;119;3
4794;CLI4796;1;33;5;1;1;5;3;22914;11;1.767;30;0;385;1
4795;CLI4797;0;41;7;1;2;2;3;95565;13;0.962;50;0;126;1
4796;CLI4798;1;58;0;0;2;3;1;87545;17;1.541;30;0;510;0
4797;CLI4799;0;29;3;2;0;7;3;24188;19;2.099;30;0;44;1
4798;CLI4800;1;44;0;0;2;2;1;80455;10;1.79;50;1;134;3
4799;CLI4801;1;45;7;0;2;4;1;28775;35;1.537;30;1;390;3
4800;CLI4802;1;73;0;0;1;1;1;92800;8;1.58;50;0;420;0
4801;CLI4803;1;88;8;0;1;1;0;94751;24;0.798;50;0;586;2
4802;CLI4804;0;41;4;1;2;5;3;122528;3;0.962;200;1;383;0
4803;CLI4805;0;46;0;0;0;4;1;102942;35;0.915;30;0;121;3
4804;CLI4806;0;42;0;0;1;2;3;44303;24;1.215;50;0;386;0
4805;CLI4807;0;58;8;0;1;1;1;82410;47;1.717;120;0;39;2
4806;CLI4808;1;36;2;1;1;2;3;21049;4;1.169;30;0;285;1
4807;CLI4809;0;57;8;0;2;7;1;43043;28;1.287;30;0;420;3
4808;CLI4810;1;36;2;1;0;4;3;22859;43;1.445;30;0;505;1
4809;CLI4811;1;21;3;2;1;3;2;16809;47;3.065;30;0;267;1
4810;CLI4812;1;58;0;0;2;3;1;96219;9;1.561;80;1;315;3
4811;CLI4813;1;55;5;0;2;8;1;108820;14;1.404;30;1;116;3
4812;CLI4814;0;29;4;2;1;2;3;31633;0;13.395;30;0;591;4
4813;CLI4815;1;22;3;2;1;3;2;22491;27;1.374;30;1;105;1
4814;CLI4816;0;58;2;0;0;4;1;60437;26;1.209;80;1;139;3
4815;CLI4817;0;45;0;0;2;2;1;89668;26;1.399;50;0;391;0
4816;CLI4818;1;53;2;0;0;3;1;82426;39;0.935;80;0;433;0
4817;CLI4819;1;62;2;0;0;4;1;67198;5;1.17;30;1;242;2
4818;CLI4820;0;73;0;0;1;1;1;72554;18;1.756;50;0;449;0
4819;CLI4821;1;39;7;1;2;4;3;31350;11;1.56;30;0;149;1
4820;CLI4822;1;55;7;0;1;2;1;86540;1;1.639;120;1;168;2
4821;CLI4823;0;56;0;0;1;2;1;115787;48;1.58;50;1;358;3
4822;CLI4824;0;33;3;1;1;3;3;29035;14;1.882;30;0;123;1
4823;CLI4825;1;33;2;1;1;4;3;19041;34;1.675;30;0;451;1
4824;CLI4826;0;55;0;0;1;1;1;66760;38;1.189;50;1;107;3
4825;CLI4827;1;67;0;0;1;1;1;22348;11;0.642;30;0;454;0
4826;CLI4828;1;21;3;2;1;5;2;12895;45;2.927;30;1;155;1
4827;CLI4829;0;24;5;2;1;2;2;22003;4;2.858;30;0;394;1
4828;CLI4830;0;39;3;1;1;1;3;19789;47;1.284;30;0;498;1
4829;CLI4831;0;52;4;0;1;4;1;55562;42;1.58;80;1;274;3
4830;CLI4832;1;35;5;1;1;4;3;20903;18;1.031;30;1;329;1
4831;CLI4833;1;36;3;1;0;2;3;27187;41;1.146;30;0;215;1
4832;CLI4834;0;28;3;2;1;2;3;25558;10;1.892;30;0;291;1
4833;CLI4835;0;31;3;2;1;4;3;27769;6;1.675;30;0;509;1
4834;CLI4836;1;35;1;1;1;2;3;27312;7;2.043;30;0;185;1
4835;CLI4837;0;55;3;0;0;6;1;116074;18;1.639;30;1;243;3
4836;CLI4838;0;41;4;1;2;3;3;97387;8;0.663;30;1;171;3
4837;CLI4839;1;58;0;0;1;1;1;90505;43;1.248;50;0;492;0
4838;CLI4840;0;54;0;0;1;2;1;68589;38;0.837;50;0;95;3
4839;CLI4841;1;79;8;0;1;1;0;38891;4;0.857;50;0;363;2
4840;CLI4842;1;66;2;0;0;3;1;68180;6;1.697;80;1;327;2
4841;CLI4843;1;53;0;0;1;1;1;43211;12;0.857;50;0;76;3
4842;CLI4844;0;35;3;1;1;4;3;18393;14;1.514;30;0;102;1
4843;CLI4845;1;53;7;0;1;2;1;77479;15;15.215;50;0;366;4
4844;CLI4846;0;36;7;1;1;1;3;20131;17;1.008;30;0;327;1
4845;CLI4847;0;29;4;2;1;2;3;28710;29;2.754;30;0;341;1
4846;CLI4848;0;42;0;0;2;4;3;121024;6;1.744;200;0;389;0
4847;CLI4849;0;62;0;0;1;1;1;31762;26;0.994;30;0;159;3
4848;CLI4850;0;45;7;0;1;1;1;27387;42;1.008;30;0;232;2
4849;CLI4851;0;47;4;0;0;4;1;45001;25;1.678;30;0;368;2
4850;CLI4852;0;56;0;0;2;2;1;55352;18;1.326;50;1;211;3
4851;CLI4853;0;52;0;0;2;2;1;22963;43;1.052;30;0;455;3
4852;CLI4854;1;31;0;2;1;3;3;22944;47;0.778;30;0;230;1
4853;CLI4855;1;22;3;2;1;2;2;18783;16;2.237;30;1;400;1
4854;CLI4856;0;42;0;0;1;3;3;101383;34;1.629;30;0;541;0
4855;CLI4857;1;63;2;0;0;3;1;70048;16;0.857;80;0;393;2
4856;CLI4858;0;31;4;2;2;2;3;21368;18;0.824;30;0;103;1
4857;CLI4859;1;43;0;0;1;1;3;113372;40;1.215;50;0;406;0
4858;CLI4860;1;98;6;0;0;2;0;101479;46;1.697;50;0;195;2
4859;CLI4861;0;89;8;0;2;2;0;33438;44;1.658;30;0;125;2
4860;CLI4862;1;36;7;1;1;4;3;22573;41;1.284;30;1;343;1
4861;CLI4863;1;35;0;1;2;2;3;19893;41;1.261;30;0;419;1
4862;CLI4864;1;87;8;0;1;1;0;91629;39;0.955;120;1;242;2
4863;CLI4865;0;45;0;0;2;3;1;123763;44;2.066;200;0;522;0
4864;CLI4866;1;47;0;0;2;2;1;45443;45;11.305;50;1;123;4
4865;CLI4867;0;75;5;0;2;2;1;67907;42;1.678;30;0;476;0
4866;CLI4868;0;64;0;0;1;2;1;53928;32;1.033;50;0;512;0
4867;CLI4869;1;56;7;0;2;5;1;118025;10;0.72;30;0;505;0
4868;CLI4870;1;52;0;0;1;2;1;100043;36;0.818;50;1;265;3
4869;CLI4871;0;61;1;0;2;3;1;109131;38;1.482;80;0;511;0
4870;CLI4872;0;43;0;0;1;1;3;84599;12;1.652;50;0;347;0
4871;CLI4873;0;36;3;1;1;5;3;28778;10;1.491;30;1;122;1
4872;CLI4874;0;68;0;0;1;1;1;48105;27;0.955;50;0;590;0
4873;CLI4875;1;56;2;0;0;4;1;27839;49;1.052;30;0;69;2
4874;CLI4876;1;32;7;1;1;3;3;18890;32;1.882;30;0;470;1
4875;CLI4877;0;53;0;0;1;1;1;45238;18;1.717;50;0;38;3
4876;CLI4878;1;45;4;0;1;7;1;110821;47;0.962;30;0;423;0
4877;CLI4879;1;46;3;0;1;1;1;59084;37;0.661;50;1;321;3
4878;CLI4880;0;22;3;2;1;3;2;18753;42;13.395;30;0;449;4
4879;CLI4881;0;66;0;0;2;4;1;71464;13;0.915;80;1;234;3
4880;CLI4882;0;79;8;0;0;2;0;116401;30;0.779;50;1;274;2
4881;CLI4883;1;28;7;2;1;1;3;21028;26;2.03;30;1;375;1
4882;CLI4884;0;63;5;0;2;4;1;88296;22;1.717;80;0;452;0
4883;CLI4885;0;44;4;0;2;4;1;34438;40;0.663;30;1;231;3
4884;CLI4886;1;39;5;1;1;2;3;27444;6;1.445;30;0;448;1
4885;CLI4887;0;34;4;1;1;2;3;20457;13;0.847;30;0;272;1
4886;CLI4888;0;86;8;0;1;1;0;123190;26;0.818;120;0;319;2
4887;CLI4889;0;45;0;0;1;1;1;25084;21;1.836;30;1;339;3
4888;CLI4890;1;63;0;0;2;3;1;96623;34;1.561;80;1;118;3
4889;CLI4891;0;45;6;0;1;3;1;27736;27;0.939;30;0;480;0
4890;CLI4892;1;54;0;0;1;2;1;115507;22;1.17;50;1;313;3
4891;CLI4893;1;44;4;0;1;2;1;32043;32;1.767;30;1;109;3
4892;CLI4894;1;98;8;0;1;2;0;54784;9;1.385;50;0;580;2
4893;CLI4895;1;67;2;0;0;2;1;104191;16;0.896;50;0;84;2
4894;CLI4896;0;42;7;0;2;3;3;99977;28;1.721;30;1;337;3
4895;CLI4897;0;64;5;0;2;3;1;72912;42;0.915;80;0;335;0
4896;CLI4898;0;51;0;0;2;2;1;50361;34;1.443;50;1;244;3
4897;CLI4899;0;24;4;2;1;3;2;20814;46;2.237;30;0;235;1
4898;CLI4900;1;43;7;0;2;2;3;60762;40;1.606;50;0;65;3
4899;CLI4901;0;64;4;0;2;4;1;22664;24;0.564;30;0;579;0
4900;CLI4902;0;42;0;0;2;2;3;51928;19;1.882;50;0;356;0
4901;CLI4903;1;31;0;2;2;2;3;21572;19;1.721;30;0;432;1
4902;CLI4904;0;39;0;1;0;4;3;27187;24;1.008;30;0;361;1
4903;CLI4905;0;77;8;0;0;2;1;97889;20;1.6;50;0;512;2
4904;CLI4906;1;33;2;1;0;4;3;19919;2;1.767;30;0;414;1
4905;CLI4907;1;61;7;0;1;1;1;108723;36;1.717;120;0;209;2
4906;CLI4908;0;63;0;0;1;1;1;125933;38;1.248;50;0;175;3
4907;CLI4909;0;24;3;2;1;6;2;16545;31;2.064;30;1;162;1
4908;CLI4910;1;69;7;0;2;4;1;96792;44;0.955;80;0;405;0
4909;CLI4911;0;46;2;0;1;1;1;32821;40;1.17;30;0;599;0
4910;CLI4912;1;30;3;2;0;3;3;21317;26;1.422;30;1;279;1
4911;CLI4913;0;47;0;0;1;1;1;128524;27;1.717;50;0;152;3
4912;CLI4914;1;76;2;0;0;4;1;83296;28;1.013;30;0;586;2
4913;CLI4915;1;74;2;0;1;1;1;49007;45;1.404;50;0;164;3
4914;CLI4916;1;79;6;0;1;1;0;89520;46;0.661;50;0;464;2
4915;CLI4917;0;98;8;0;1;1;0;32074;32;0.915;30;0;568;2
4916;CLI4918;1;29;2;2;1;3;3;19870;34;1.443;30;1;131;1
4917;CLI4919;0;58;0;0;1;1;1;108116;8;1.619;50;1;301;3
4918;CLI4920;1;54;0;0;2;4;1;129847;48;1.756;80;0;143;3
4919;CLI4921;0;31;0;2;1;5;3;26958;19;1.951;30;1;252;1
4920;CLI4922;1;57;2;0;0;4;1;58348;10;1.6;80;1;124;2
4921;CLI4923;1;47;2;0;0;4;1;85085;38;1.365;80;0;106;2
4922;CLI4924;1;42;0;0;0;5;3;96049;48;1.767;30;0;527;0
4923;CLI4925;0;30;1;2;2;2;3;28638;26;1.767;30;0;269;1
4924;CLI4926;1;20;3;2;1;4;2;13261;14;1.098;30;0;450;1
4925;CLI4927;1;65;7;0;1;3;1;26151;21;0.974;30;1;335;2
4926;CLI4928;1;24;3;2;1;3;2;18312;7;11.325;30;0;209;4
4927;CLI4929;1;35;5;1;1;4;3;28661;37;2.02;30;0;560;1
4928;CLI4930;0;39;0;1;1;2;3;19673;19;1.008;30;1;248;1
4929;CLI4931;1;56;0;0;2;4;1;70724;9;1.189;80;0;96;3
4930;CLI4932;0;24;3;2;1;6;2;21629;19;2.064;30;0;97;1
4931;CLI4933;1;54;2;0;0;3;1;42584;19;0.74;30;0;200;2
4932;CLI4934;0;46;0;0;1;1;1;88651;19;1.365;50;1;279;3
4933;CLI4935;1;35;7;1;1;3;3;26481;3;1.744;30;0;283;1
4934;CLI4936;1;61;8;0;1;1;1;117519;31;1.678;120;0;134;2
4935;CLI4937;1;34;7;1;1;1;3;28584;12;1.997;30;1;341;1
4936;CLI4938;0;40;5;1;2;2;3;127031;10;1.054;50;1;294;3
4937;CLI4939;1;35;3;1;1;3;3;24277;6;0.732;30;1;133;1
4938;CLI4940;1;20;3;2;1;4;2;23771;1;2.237;30;0;57;1
4939;CLI4941;0;34;3;1;1;3;3;30714;44;1.146;30;1;369;1
4940;CLI4942;1;58;0;0;0;7;1;21925;15;1.6;30;0;166;3
4941;CLI4943;0;46;4;0;1;3;1;85680;2;1.15;80;0;542;0
4942;CLI4944;1;83;8;0;1;2;0;129938;26;0.857;120;0;357;2
4943;CLI4945;1;33;0;1;1;3;3;22314;25;1.215;30;1;258;1
4944;CLI4946;1;21;3;2;1;4;2;17921;5;13.395;30;1;336;4
4945;CLI4947;1;74;8;0;1;1;1;34480;40;1.326;30;1;241;2
4946;CLI4948;1;51;7;0;1;2;1;27944;24;1.287;30;0;241;2
4947;CLI4949;1;56;4;0;1;2;1;105682;17;1.248;50;0;390;0
4948;CLI4950;0;35;4;1;1;9;3;23346;35;1.284;30;0;47;1
4949;CLI4951;0;58;0;0;1;2;1;37936;1;0.642;30;0;154;3
4950;CLI4952;0;51;0;0;1;1;1;50439;30;1.189;50;0;116;3
4951;CLI4953;0;50;0;0;1;1;1;80299;10;1.463;50;0;465;0
4952;CLI4954;1;55;2;0;2;3;1;117422;3;0.564;80;0;63;3
4953;CLI4955;0;40;4;1;1;3;3;105879;40;2.066;30;1;220;1
4954;CLI4956;0;44;0;0;1;1;1;95729;32;1.284;50;1;386;3
4955;CLI4957;0;44;0;0;1;2;1;107993;49;1.537;50;0;520;0
4956;CLI4958;1;47;0;0;0;9;1;70367;9;1.678;30;0;521;0
4957;CLI4959;1;21;3;2;1;5;2;17929;37;2.927;30;1;267;1
4958;CLI4960;1;46;7;0;2;2;1;37207;38;0.896;30;1;361;3
4959;CLI4961;1;32;3;1;1;1;3;18069;35;1.882;30;0;350;1
4960;CLI4962;0;41;5;1;2;2;3;40543;22;1.721;50;0;351;1
4961;CLI4963;0;42;0;0;1;1;3;102939;46;0.962;120;1;128;3
4962;CLI4964;0;87;8;0;1;1;0;100579;13;0.583;50;0;291;2
4963;CLI4965;1;28;7;2;1;7;3;23499;14;1.65;30;0;209;1
4964;CLI4966;0;32;6;1;1;5;3;20286;13;1.928;30;1;297;1
4965;CLI4967;0;36;1;1;1;1;3;19295;28;1.882;30;1;298;1
4966;CLI4968;0;29;3;2;1;6;3;21183;24;1.547;30;0;177;1
4967;CLI4969;1;29;5;2;1;4;3;21872;49;0.995;30;0;503;1
4968;CLI4970;0;42;0;0;2;2;3;41068;28;1.123;50;0;381;0
4969;CLI4971;1;69;0;0;2;1;1;102398;9;1.248;50;0;545;0
4970;CLI4972;0;66;0;0;1;3;1;110613;2;11.305;80;0;567;4
4971;CLI4973;0;36;4;1;1;7;3;30428;48;1.537;30;1;164;1
4972;CLI4974;0;78;8;0;1;1;1;30121;49;1.091;30;0;118;2
4973;CLI4975;1;50;0;0;1;2;1;110342;48;1.697;50;0;443;0
4974;CLI4976;0;66;0;0;2;2;1;57121;25;1.267;50;0;546;0
4975;CLI4977;0;34;0;1;2;2;3;23780;0;0.686;30;0;421;1
4976;CLI4978;0;29;3;2;1;1;3;21058;30;1.547;30;0;140;1
4977;CLI4979;0;46;4;0;1;1;1;128390;22;1.385;50;1;172;3
4978;CLI4980;0;39;0;1;1;1;3;23699;38;0.962;30;0;368;1
4979;CLI4981;0;22;3;2;1;3;2;21517;11;3.065;30;0;91;1
4980;CLI4982;1;28;3;2;1;5;3;28364;45;2.547;30;1;139;1
4981;CLI4983;0;25;7;2;1;2;2;18627;11;1.029;30;0;134;1
4982;CLI4984;1;58;0;0;2;5;1;30392;34;0.896;30;1;393;3
4983;CLI4985;0;54;5;0;1;2;1;63120;40;0.876;50;0;425;0
4984;CLI4986;0;39;5;1;1;1;3;26751;46;1.882;30;0;218;1
4985;CLI4987;1;66;2;0;0;3;1;55474;38;0.974;80;1;201;2
4986;CLI4988;1;95;8;0;1;1;0;119018;1;1.189;50;0;34;2
4987;CLI4989;0;34;3;1;1;4;3;30342;29;0.939;30;0;30;1
4988;CLI4990;1;20;6;2;1;2;2;22766;2;1.305;30;0;322;1
4989;CLI4991;1;42;5;0;0;4;3;81323;42;0.824;30;0;279;1
4990;CLI4992;1;43;0;0;1;2;3;41990;23;1.514;50;0;265;3
4991;CLI4993;0;50;6;0;1;1;1;111361;16;1.052;120;1;259;0
4992;CLI4994;1;31;3;2;1;4;3;23975;30;0.893;30;0;81;1
4993;CLI4995;1;72;8;0;0;2;1;43145;17;1.248;50;0;542;2
4994;CLI4996;0;45;0;0;1;1;1;106550;36;1.813;50;0;138;3
4995;CLI4997;1;53;7;0;2;3;1;56713;44;0.896;30;1;282;3
4996;CLI4998;0;57;4;0;0;4;1;52977;37;0.857;30;0;287;2
4997;CLI4999;0;29;3;2;1;1;3;29180;33;2.892;30;0;502;1
4998;CLI5000;0;47;4;0;1;1;1;103427;28;1.561;50;0;577;0
4999;CLI5001;0;33;3;1;1;4;3;21971;11;1.905;30;0;386;1
5000;CLI5002;0;85;8;0;1;1;0;58576;20;0.622;30;0;431;2
5001;CLI5003;0;41;0;1;1;1;3;60062;27;1.054;30;1;201;1
5002;CLI5004;0;72;8;0;1;5;1;83460;35;0.955;30;0;487;2
5003;CLI5005;1;67;0;0;2;2;1;119511;36;1.365;50;0;516;0
5004;CLI5006;0;35;3;1;1;5;3;21018;39;1.629;30;0;109;1
5005;CLI5007;1;54;0;0;1;3;1;99852;19;1.697;80;0;219;0
5006;CLI5008;1;21;3;2;1;4;2;20409;26;2.444;30;1;313;1
5007;CLI5009;1;55;0;0;2;3;1;113250;5;1.6;80;0;562;0
5008;CLI5010;0;34;3;1;1;5;3;28179;10;1.054;30;0;557;1
5009;CLI5011;1;50;5;0;2;2;1;29535;31;1.58;30;0;327;3
5010;CLI5012;1;90;8;0;0;2;0;72026;5;1.678;50;0;442;2
5011;CLI5013;1;36;8;1;1;3;3;28165;41;0.778;30;0;345;1
5012;CLI5014;1;43;7;0;0;3;3;42707;10;1.514;30;0;559;1
5013;CLI5015;1;22;3;2;1;5;2;14793;10;1.029;30;0;470;1
5014;CLI5016;0;94;8;0;1;5;0;58441;34;1.6;30;0;483;2
5015;CLI5017;1;54;7;0;1;2;1;47649;31;1.424;50;1;153;2
5016;CLI5018;0;84;0;0;0;2;0;121919;26;0.798;50;1;379;2
5017;CLI5019;1;41;0;1;0;4;3;107852;10;1.721;30;0;81;1
5018;CLI5020;1;68;0;0;2;3;1;88441;0;1.697;30;0;500;0
5019;CLI5021;0;25;6;2;1;6;2;18613;10;1.892;30;0;416;1
5020;CLI5022;1;36;0;1;1;1;3;22086;15;1.215;30;1;209;1
5021;CLI5023;1;58;0;0;1;3;1;32940;5;1.15;30;0;509;0
5022;CLI5024;1;51;2;0;2;3;1;26385;21;1.326;30;1;194;3
