Unnamed: 0,Edad,Profesion,Experiencia laboral,Gastoscore,Family_Size,Generacion,Ingresos anuales brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Dias_cliente,Cluster asignado
4945,74,8,0,1,1,1,34480,40,1.326,30,241,2
4946,51,7,0,1,2,1,27944,24,1.287,30,241,2
4947,56,4,0,1,2,1,105682,17,1.248,50,390,1
4948,35,4,1,1,9,3,23346,35,1.284,30,47,2
4949,58,0,0,1,2,1,37936,1,0.642,30,154,0
4950,51,0,0,1,1,1,50439,30,1.189,50,116,0
4951,50,0,0,1,1,1,80299,10,1.463,50,465,3
4952,55,2,0,2,3,1,117422,3,0.564,80,63,4
4953,40,4,1,1,3,3,105879,40,2.066,30,220,1
4954,44,0,0,1,1,1,95729,32,1.284,50,386,1
4955,44,0,0,1,2,1,107993,49,1.537,50,520,4
4956,47,0,0,0,9,1,70367,9,1.678,30,521,3
4957,21,3,2,1,5,2,17929,37,2.927,30,267,2
4958,46,7,0,2,2,1,37207,38,0.896,30,361,0
4959,32,3,1,1,1,3,18069,35,1.882,30,350,2
4960,41,5,1,2,2,3,40543,22,1.721,50,351,0
4961,42,0,0,1,1,3,102939,46,0.962,120,128,1
4962,87,8,0,1,1,0,100579,13,0.583,50,291,1
4963,28,7,2,1,7,3,23499,14,1.65,30,209,2
4964,32,6,1,1,5,3,20286,13,1.928,30,297,2
4965,36,1,1,1,1,3,19295,28,1.882,30,298,2
4966,29,3,2,1,6,3,21183,24,1.547,30,177,2
4967,29,5,2,1,4,3,21872,49,0.995,30,503,2
4968,42,0,0,2,2,3,41068,28,1.123,50,381,0
4969,69,0,0,2,1,1,102398,9,1.248,50,545,1
4970,66,0,0,1,3,1,110613,2,11.305,80,567,4
4971,36,4,1,1,7,3,30428,48,1.537,30,164,2
4972,78,8,0,1,1,1,30121,49,1.091,30,118,2
4973,50,0,0,1,2,1,110342,48,1.697,50,443,4
4974,66,0,0,2,2,1,57121,25,1.267,50,546,0
4975,34,0,1,2,2,3,23780,0,0.686,30,421,2
4976,29,3,2,1,1,3,21058,30,1.547,30,140,2
4977,46,4,0,1,1,1,128390,22,1.385,50,172,4
4978,39,0,1,1,1,3,23699,38,0.962,30,368,2
4979,22,3,2,1,3,2,21517,11,3.065,30,91,2
4980,28,3,2,1,5,3,28364,45,2.547,30,139,2
4981,25,7,2,1,2,2,18627,11,1.029,30,134,2
4982,58,0,0,2,5,1,30392,34,0.896,30,393,2
4983,54,5,0,1,2,1,63120,40,0.876,50,425,3
4984,39,5,1,1,1,3,26751,46,1.882,30,218,2
4985,66,2,0,0,3,1,55474,38,0.974,80,201,0
4986,95,8,0,1,1,0,119018,1,1.189,50,34,4
4987,34,3,1,1,4,3,30342,29,0.939,30,30,2
4988,20,6,2,1,2,2,22766,2,1.305,30,322,2
4989,42,5,0,0,4,3,81323,42,0.824,30,279,3
4990,43,0,0,1,2,3,41990,23,1.514,50,265,0
4991,50,6,0,1,1,1,111361,16,1.052,120,259,4
4992,31,3,2,1,4,3,23975,30,0.893,30,81,2
4993,72,8,0,0,2,1,43145,17,1.248,50,542,0
4994,45,0,0,1,1,1,106550,36,1.813,50,138,1
4995,53,7,0,2,3,1,56713,44,0.896,30,282,0
4996,57,4,0,0,4,1,52977,37,0.857,30,287,0
4997,29,3,2,1,1,3,29180,33,2.892,30,502,2
4998,47,4,0,1,1,1,103427,28,1.561,50,577,1
4999,33,3,1,1,4,3,21971,11,1.905,30,386,2
5000,85,8,0,1,1,0,58576,20,0.622,30,431,0
5001,41,0,1,1,1,3,60062,27,1.054,30,201,0
5002,72,8,0,1,5,1,83460,35,0.955,30,487,3
5003,67,0,0,2,2,1,119511,36,1.365,50,516,4
5004,35,3,1,1,5,3,21018,39,1.629,30,109,2
5005,54,0,0,1,3,1,99852,19,1.697,80,219,1
5006,21,3,2,1,4,2,20409,26,2.444,30,313,2
5007,55,0,0,2,3,1,113250,5,1.6,80,562,4
5008,34,3,1,1,5,3,28179,10,1.054,30,557,2
5009,50,5,0,2,2,1,29535,31,1.58,30,327,2
5010,90,8,0,0,2,0,72026,5,1.678,50,442,3
5011,36,8,1,1,3,3,28165,41,0.778,30,345,2
5012,43,7,0,0,3,3,42707,10,1.514,30,559,0
5013,22,3,2,1,5,2,14793,10,1.029,30,470,2
5014,94,8,0,1,5,0,58441,34,1.6,30,483,0
5015,54,7,0,1,2,1,47649,31,1.424,50,153,0
5016,84,0,0,0,2,0,121919,26,0.798,50,379,4
5017,41,0,1,0,4,3,107852,10,1.721,30,81,4
5018,68,0,0,2,3,1,88441,0,1.697,30,500,1
5019,25,6,2,1,6,2,18613,10,1.892,30,416,2
5020,36,0,1,1,1,3,22086,15,1.215,30,209,2
5021,58,0,0,1,3,1,32940,5,1.15,30,509,2
5022,51,2,0,2,3,1,26385,21,1.326,30,194,2
5023,31,4,2,2,2,3,27268,13,1.675,30,96,2
5024,96,8,0,1,2,0,63608,35,0.935,30,179,3
5025,50,0,0,2,2,1,38152,19,1.385,50,506,0
5026,23,3,2,1,4,2,21871,42,14.775,30,332,2
5027,56,0,0,1,1,1,93740,37,0.779,50,320,1
5028,41,5,1,2,4,3,32274,4,1.008,30,456,2
5029,74,2,0,0,3,1,102612,2,0.583,80,584,1
5030,54,0,0,2,4,1,76268,43,1.209,80,578,3
5031,73,7,0,1,3,1,114722,2,0.818,30,214,4
5032,46,7,0,1,2,1,69337,30,1.443,50,150,3
5033,50,5,0,2,3,1,102103,1,1.737,30,407,1
5034,35,3,1,1,4,3,28276,49,1.606,30,559,2
5035,52,5,0,1,1,1,117163,2,1.58,50,129,4
5036,42,4,0,1,3,3,125673,36,1.79,200,291,4
5037,55,2,0,0,4,1,73670,26,1.189,30,140,3
5038,56,7,0,2,2,1,43562,8,1.072,50,189,0
5039,35,7,1,2,2,3,27761,41,1.974,30,155,2
5040,58,7,0,0,1,1,125279,13,1.052,50,370,4
5041,50,0,0,1,1,1,35005,34,11.305,50,364,2
5042,35,3,1,1,4,3,29658,3,1.721,30,556,2
5043,24,8,2,1,2,2,15908,37,1.167,30,209,2
5044,65,7,0,1,1,1,123747,29,1.6,50,389,4
5045,23,3,2,1,4,2,22718,3,1.512,30,100,2
5046,68,0,0,2,3,1,70770,13,1.697,80,253,3
5047,74,8,0,1,2,1,104863,25,0.935,50,298,1
5048,80,0,0,1,1,0,64374,6,0.994,50,545,3
5049,94,8,0,1,1,0,63962,24,0.896,30,420,3
5050,44,0,0,1,1,1,94315,8,1.468,50,109,1
5051,30,0,2,1,2,3,22485,35,1.353,30,183,2
5052,45,4,0,2,2,1,36182,24,1.33,50,509,2
5053,51,5,0,1,3,1,33691,10,1.737,30,276,2
5054,45,0,0,2,3,1,21157,45,1.077,30,33,2
5055,42,0,0,2,3,3,57385,45,0.985,30,283,0
5056,61,0,0,2,4,1,76055,47,1.248,80,512,3
5057,47,0,0,1,2,1,33375,10,1.658,30,125,2
5058,53,0,0,0,4,1,112006,34,0.798,80,383,4
5059,97,8,0,0,3,0,34398,26,1.091,30,171,2
5060,73,7,0,0,2,1,59015,14,1.463,30,551,0
5061,80,8,0,1,2,0,59189,25,1.482,30,61,0
5062,54,0,0,2,2,1,49059,39,0.583,50,434,0
5063,53,0,0,1,2,1,53121,42,0.74,50,134,0
5064,43,5,0,2,4,3,41946,48,1.146,30,344,0
5065,57,0,0,2,2,1,113506,7,1.072,50,205,4
5066,33,0,1,1,1,3,30080,16,1.974,30,313,2
5067,67,0,0,2,2,1,74183,35,1.678,50,332,3
5068,36,3,1,1,7,3,26801,31,1.054,30,155,2
5069,75,0,0,1,1,1,23614,43,1.404,30,120,2
5070,53,0,0,2,2,1,40431,18,1.228,50,567,0
5071,43,2,0,0,3,3,82493,14,1.905,30,279,3
5072,40,7,1,2,2,3,103984,41,1.537,120,338,1
5073,84,8,0,0,2,0,22732,29,0.74,30,297,2
5074,76,0,0,1,2,1,112263,43,1.189,120,311,4
5075,87,7,0,1,1,0,39937,18,1.619,30,554,0
5076,43,3,0,0,3,3,30012,25,1.744,30,192,2
5077,35,5,1,1,6,3,21130,23,0.686,30,440,2
5078,62,2,0,0,9,1,106784,14,1.228,30,180,1
5079,25,5,2,1,5,2,18276,22,2.064,30,105,2
5080,78,8,0,1,2,1,56947,13,1.365,30,223,0
5081,53,0,0,2,3,1,42378,3,1.502,30,349,0
5082,41,0,1,1,3,3,54049,25,1.583,30,184,0
5083,51,0,0,1,2,1,62807,45,11.305,50,204,3
5084,73,8,0,1,1,1,97638,45,1.463,120,134,1
5085,28,4,2,1,7,3,18101,38,0.995,30,583,2
5086,29,3,2,1,4,3,24623,43,2.03,30,303,2
5087,25,3,2,1,3,2,29474,16,12.705,30,195,2
5088,35,5,1,0,6,3,24709,12,2.02,30,308,2
5089,92,8,0,1,1,0,110216,7,1.541,50,57,4
5090,63,7,0,1,1,1,55596,9,1.756,30,493,0
5091,43,7,0,2,4,3,81584,28,1.261,30,78,3
5092,78,8,0,1,2,1,72200,36,1.697,50,432,3
5093,53,0,0,1,3,1,58447,49,0.837,80,345,0
5094,43,0,0,2,3,3,111136,14,1.882,30,153,4
5095,66,4,0,0,4,1,128298,6,1.619,80,172,4
5096,47,1,0,1,1,1,23553,3,0.583,30,222,2
5097,51,7,0,0,3,1,127755,0,0.915,200,583,4
5098,61,0,0,1,1,1,38670,30,1.58,50,435,0
5099,68,7,0,1,1,1,68909,19,1.15,50,46,3
5100,63,5,0,1,1,1,93884,2,1.404,50,192,1
5101,32,3,1,1,4,3,22476,47,0.755,30,163,2
5102,36,0,1,1,4,3,25302,8,1.307,30,370,2
5103,66,7,0,2,4,1,31448,15,0.564,30,416,2
5104,64,0,0,1,1,1,53616,17,1.658,50,513,0
5105,57,7,0,2,4,1,115366,45,1.17,30,127,4
5106,33,1,1,1,3,3,22522,5,0.663,30,180,2
5107,57,7,0,2,3,1,52891,16,0.642,30,193,0
5108,34,0,1,2,2,3,20431,38,2.02,30,238,2
5109,74,7,0,1,1,1,64856,45,0.74,50,226,3
5110,68,0,0,2,4,1,68532,30,0.681,80,88,3
5111,42,3,0,0,4,3,103031,22,1.882,30,236,1
5112,66,0,0,0,3,1,49137,22,1.697,30,328,0
5113,52,0,0,2,6,1,59706,21,0.622,30,222,0
5114,58,0,0,1,1,1,24312,9,0.622,30,367,2
5115,78,8,0,1,1,1,118234,46,0.642,120,490,4
5116,50,2,0,0,3,1,106326,5,0.681,30,92,1
5117,41,1,1,1,2,3,38909,25,0.732,30,48,0
5118,64,0,0,1,1,1,61735,31,1.346,50,285,3
5119,42,0,0,2,3,3,35844,19,1.652,30,363,2
5120,31,1,2,1,1,3,25453,13,0.801,30,117,2
5121,62,0,0,0,4,1,51525,46,0.915,30,295,0
5122,54,0,0,2,4,1,83374,48,0.779,80,203,3
5123,55,8,0,2,4,1,75911,3,1.052,80,339,3
5124,62,2,0,0,2,1,114075,45,0.622,50,543,4
5125,31,0,2,1,1,3,30643,21,0.916,30,292,2
5126,77,7,0,1,1,1,84587,9,1.404,120,575,1
5127,57,4,0,0,2,1,86896,6,0.876,120,59,1
5128,83,8,0,1,1,0,93202,18,0.564,50,238,1
5129,53,7,0,2,2,1,115668,0,1.619,120,349,4
5130,56,0,0,1,3,1,46189,11,1.111,30,142,0
5131,68,0,0,1,1,1,96966,32,1.697,50,489,1
5132,47,3,0,1,6,1,107590,40,1.482,30,233,4
5133,24,5,2,1,4,2,22035,45,1.961,30,184,2
5134,35,5,1,1,3,3,29014,35,1.652,30,67,2
5135,47,3,0,1,2,1,90365,37,1.58,50,119,1
5136,39,5,1,1,4,3,26667,30,1.836,30,593,2
5137,75,8,0,1,1,1,38733,49,1.306,30,361,0
5138,40,7,1,2,3,3,61484,22,0.778,30,393,3
5139,40,0,1,2,3,3,24530,28,1.307,30,169,2
5140,52,0,0,2,4,1,89892,37,1.463,80,535,1
5141,41,0,1,0,2,3,26808,34,1.376,30,156,2
5142,22,3,2,1,4,2,15742,12,1.995,30,300,2
5143,44,0,0,1,1,1,89180,39,1.537,50,236,1
5144,44,1,0,2,2,1,63467,33,1.675,50,144,3
5145,29,7,2,1,2,3,19085,22,2.478,30,281,2
5146,62,6,0,2,2,1,78595,5,1.639,50,357,3
5147,39,0,1,0,2,3,29266,43,1.031,30,446,2
5148,62,7,0,2,3,1,106020,12,0.994,30,470,1
5149,52,3,0,1,2,1,66635,39,1.541,50,275,3
5150,97,8,0,0,2,0,127515,15,0.74,50,143,4
5151,34,3,1,1,5,3,23527,48,0.824,30,256,2
5152,55,7,0,2,2,1,52489,33,1.013,50,347,0
5153,47,7,0,2,3,1,36600,30,0.857,30,551,2
5154,52,4,0,1,1,1,112464,41,1.346,120,592,4
5155,20,3,2,1,3,2,15930,9,2.478,30,233,2
5156,62,0,0,1,1,1,21634,45,1.756,30,363,2
5157,97,8,0,1,1,0,50269,8,0.74,50,217,0
5158,50,0,0,1,3,1,22203,27,0.915,30,464,2
5159,31,4,2,1,1,3,20354,16,1.284,30,222,2
5160,63,0,0,1,1,1,123233,5,0.896,50,241,4
5161,51,0,0,2,4,1,29424,16,0.876,30,558,2
5162,94,2,0,0,2,0,44419,6,1.072,50,513,0
5163,39,7,1,1,1,3,24785,11,1.123,30,519,2
5164,44,4,0,1,3,1,45209,38,2.043,30,89,0
5165,42,0,0,1,1,3,104130,21,0.916,50,303,1
5166,20,3,2,1,3,2,16716,8,1.581,30,296,2
5167,34,5,1,1,1,3,25030,11,1.652,30,118,2
5168,53,0,0,2,3,1,41021,30,1.619,30,476,0
5169,64,4,0,2,1,1,106524,44,0.935,50,442,1
5170,34,5,1,1,2,3,22606,7,0.87,30,59,2
5171,51,7,0,2,4,1,98403,19,1.033,30,405,1
5172,34,4,1,1,2,3,30974,24,1.537,30,137,2
5173,34,3,1,1,4,3,23403,36,1.307,30,296,2
5174,35,1,1,1,1,3,19464,43,1.169,30,107,2
5175,89,8,0,1,1,0,127007,5,0.622,50,322,4
5176,73,8,0,0,2,1,49840,5,1.15,50,335,0
5177,24,5,2,1,2,2,22967,43,12.015,30,303,2
5178,56,7,0,1,2,1,49373,0,0.915,50,433,0
5179,24,3,2,1,1,2,18432,26,2.685,30,112,2
5180,36,4,1,1,6,3,30512,37,1.514,30,520,2
5181,32,4,1,1,1,3,29093,39,1.606,30,346,2
5182,45,0,0,0,2,1,78955,37,1.054,50,138,3
5183,20,3,2,1,4,2,14303,30,1.926,30,230,2
5184,53,8,0,1,1,1,81032,42,0.7,50,324,3
5185,86,2,0,0,2,0,70439,25,1.6,30,58,3
5186,28,3,2,1,3,3,19252,48,2.444,30,278,2
5187,51,0,0,2,2,1,116511,27,11.305,50,373,4
5188,58,7,0,1,2,1,91773,3,0.72,50,408,1
5189,62,0,0,2,3,1,104370,24,0.564,30,205,1
5190,52,0,0,1,1,1,68642,27,0.603,50,358,3
5191,44,1,0,1,1,1,30704,48,0.939,30,385,2
5192,30,0,2,1,4,3,24426,30,0.709,30,333,2
5193,20,3,2,1,1,2,16900,32,2.409,30,130,2
5194,45,8,0,2,4,1,74853,40,0.755,30,294,3
5195,34,4,1,0,4,3,31387,21,1.399,30,122,2
5196,44,0,0,1,1,1,85334,4,1.514,50,206,1
5197,52,0,0,1,2,1,91220,10,1.697,50,213,1
5198,47,4,0,1,1,1,77018,46,0.622,120,168,3
5199,89,7,0,1,1,0,74266,16,0.818,50,142,3
5200,68,2,0,0,4,1,114827,42,0.857,80,99,4
5201,56,0,0,2,2,1,27875,27,0.583,30,274,2
5202,22,3,2,1,5,2,20677,22,3.065,30,282,2
5203,46,5,0,1,1,1,114206,26,1.678,50,380,4
5204,36,5,1,1,4,3,23525,13,1.169,30,508,2
5205,65,0,0,2,2,1,94489,48,1.287,50,212,1
5206,40,3,1,0,2,3,126332,8,1.491,50,293,4
5207,61,2,0,0,3,1,116497,5,1.013,80,340,4
5208,65,7,0,1,2,1,100155,37,0.798,120,243,1
5209,43,0,0,1,3,3,54160,38,0.686,30,292,0
5210,43,4,0,1,4,3,60798,2,1.882,30,462,3
5211,58,2,0,0,4,1,37684,4,1.326,30,153,0
5212,35,1,1,1,1,3,21304,19,1.928,30,111,2
5213,39,3,1,0,4,3,19594,18,1.698,30,335,2
5214,44,0,0,2,4,1,101684,18,2.02,30,549,1
5215,66,7,0,1,3,1,89754,34,1.287,80,558,1
5216,41,0,1,1,4,3,91401,9,1.583,30,119,1
5217,57,0,0,1,4,1,63532,25,1.17,80,422,3
5218,39,4,1,2,2,3,29676,47,1.215,30,199,2
5219,30,4,2,1,1,3,29128,30,1.33,30,142,2
5220,31,0,2,1,4,3,29447,45,1.33,30,473,2
5221,94,2,0,0,2,0,56989,25,1.189,30,159,0
5222,32,0,1,1,2,3,28124,27,1.859,30,319,2
5223,86,8,0,1,2,0,117157,5,1.639,50,38,4
5224,56,0,0,0,2,1,28380,36,1.267,30,515,2
5225,36,3,1,1,5,3,26237,21,1.514,30,227,2
5226,32,3,1,1,2,3,20196,43,1.445,30,245,2
5227,32,3,1,1,3,3,30604,32,0.962,30,107,2
5228,80,2,0,0,2,0,75080,48,1.482,50,390,3
5229,47,1,0,1,1,1,39262,23,0.564,50,297,0
5230,36,7,1,1,5,3,24539,7,1.951,30,349,2
5231,25,3,2,1,3,2,23902,9,14.775,30,417,2
5232,62,2,0,0,1,1,39288,28,1.306,50,207,0
5233,72,4,0,2,3,1,100401,24,1.111,30,287,1
5234,45,0,0,2,2,1,49640,38,1.606,50,379,0
5235,64,0,0,2,2,1,91051,32,1.424,50,249,1
5236,53,0,0,2,2,1,53711,1,1.678,50,273,0
5237,40,4,1,1,5,3,50622,41,0.893,30,320,0
5238,40,0,1,1,1,3,88874,16,1.146,50,269,1
5239,25,5,2,1,3,2,30840,21,1.65,30,125,2
5240,75,0,0,2,3,1,25504,26,1.619,30,365,2
5241,30,4,2,1,2,3,29464,32,1.606,30,185,2
5242,46,6,0,2,2,1,25287,16,1.365,30,438,2
5243,32,5,1,1,2,3,24285,49,1.376,30,404,2
5244,34,5,1,1,3,3,29456,39,1.399,30,40,2
5245,50,1,0,1,1,1,54344,48,1.033,50,350,0
5246,55,5,0,1,3,1,37607,20,1.502,30,389,0
5247,46,0,0,1,1,1,117849,3,0.583,50,595,4
5248,61,0,0,1,1,1,46173,48,1.306,50,371,0
5249,47,4,0,1,2,1,86008,4,1.209,50,324,1
5250,33,3,1,1,1,3,31999,30,1.261,30,386,2
5251,35,5,1,1,1,3,22426,16,1.468,30,233,2
5252,30,0,2,1,5,3,19854,16,1.238,30,60,2
5253,36,7,1,1,1,3,18461,29,1.422,30,520,2
5254,56,2,0,0,4,1,124675,27,11.305,200,402,4
5255,34,7,1,1,4,3,27142,7,1.905,30,101,2
5256,34,2,1,0,3,3,24533,0,1.652,30,348,2
5257,40,0,1,1,2,3,38399,35,1.675,50,68,0
5258,77,7,0,1,1,1,85642,38,1.365,50,514,1
5259,41,8,1,0,5,3,43813,22,1.238,30,91,0
5260,57,4,0,1,3,1,65044,17,0.935,80,217,3
5261,31,3,2,1,3,3,19525,34,1.514,30,113,2
5262,46,7,0,1,5,1,127252,15,1.111,200,345,4
5263,57,0,0,2,4,1,40316,47,0.622,30,196,0
5264,32,5,1,1,3,3,24028,30,1.468,30,305,2
5265,67,0,0,2,4,1,27557,31,1.091,30,32,2
5266,42,4,0,1,2,3,82723,49,1.008,120,382,3
5267,33,3,1,1,1,3,25609,20,0.801,30,456,2
5268,43,2,0,0,3,3,39758,20,0.709,30,123,0
5269,81,8,0,0,2,0,98751,44,1.091,120,573,1
5270,52,7,0,2,2,1,30144,39,0.72,30,600,2
5271,42,0,0,1,1,3,97462,13,1.031,50,295,1
5272,44,3,0,1,1,1,71413,17,1.997,50,485,3
5273,53,2,0,1,2,1,78000,36,1.346,50,230,3
5274,44,0,0,1,2,1,71080,47,1.698,50,266,3
5275,42,8,0,1,2,3,32882,26,0.686,30,182,2
5276,69,5,0,1,1,1,76570,28,1.189,50,386,3
5277,64,0,0,0,3,1,80928,23,1.189,30,189,3
5278,56,4,0,0,3,1,28785,32,1.326,30,537,2
5279,42,0,0,1,2,3,48854,7,1.767,50,341,0
5280,29,7,2,1,8,3,29269,45,2.547,30,453,2
5281,66,0,0,2,3,1,50963,41,0.857,30,399,0
5282,56,7,0,1,3,1,69559,40,0.974,80,246,3
5283,62,0,0,2,3,1,25158,44,0.896,30,289,2
5284,28,5,2,1,1,3,30272,28,2.064,30,306,2
5285,47,0,0,1,2,1,114820,21,0.564,120,481,4
5286,80,0,0,1,2,0,94551,10,1.111,50,406,1
5287,24,3,2,1,4,2,21892,19,2.72,30,378,2
5288,73,8,0,0,2,1,41563,47,1.326,50,131,0
5289,58,4,0,2,2,1,75945,20,1.248,120,250,3
5290,23,3,2,1,4,2,14099,42,14.775,30,160,2
5291,50,0,0,0,4,1,22888,13,1.17,30,195,2
5292,63,7,0,1,1,1,91241,3,1.737,50,370,1
5293,39,5,1,1,4,3,19777,35,0.916,30,148,2
5294,44,2,0,0,4,1,48923,36,1.905,30,266,0
5295,39,0,1,0,2,3,26573,15,1.813,30,365,2
5296,44,7,0,1,1,1,112008,46,1.215,50,560,4
5297,55,0,0,1,1,1,114055,10,0.876,50,128,4
5298,47,7,0,2,5,1,129170,10,1.228,200,476,4
5299,54,0,0,1,4,1,27896,36,0.779,30,529,2
5300,41,0,1,1,2,3,100581,43,1.606,50,264,1
5301,44,0,0,2,2,1,93469,16,2.043,50,271,1
5302,45,5,0,1,1,1,82071,30,1.744,50,447,3
5303,43,0,0,2,4,3,128326,9,2.043,200,184,4
5304,28,5,2,1,4,3,26108,48,2.789,30,263,2
5305,35,7,1,1,2,3,27394,7,0.847,30,132,2
5306,43,1,0,1,6,3,87576,19,0.87,30,164,1
5307,42,3,0,2,3,3,83281,0,1.33,30,294,3
5308,28,5,2,1,4,3,31333,9,2.789,30,349,2
5309,67,4,0,1,1,1,88696,24,0.955,120,291,1
5310,34,1,1,1,1,3,30642,25,1.514,30,326,2
5311,79,0,0,1,1,0,67804,23,0.622,50,90,3
5312,66,0,0,0,2,1,29949,3,1.697,30,70,2
5313,29,1,2,1,1,3,27683,4,13.395,30,488,2
5314,56,5,0,0,5,1,103353,38,1.072,30,335,1
5315,62,8,0,1,2,1,123287,10,1.209,120,104,4
5316,39,7,1,0,2,3,31787,22,2.066,30,85,2
5317,61,7,0,1,1,1,23921,27,1.17,30,474,2
5318,43,0,0,0,2,3,82765,15,1.859,50,286,3
5319,46,4,0,1,1,1,128348,8,1.385,50,339,4
5320,66,0,0,2,6,1,41594,7,1.717,30,387,0
5321,40,0,1,1,1,3,82951,25,1.836,50,331,3
5322,28,5,2,2,2,3,23232,14,1.65,30,194,2
5323,28,3,2,1,3,3,18150,8,2.754,30,345,2
5324,32,5,1,1,5,3,24038,22,0.824,30,298,2
5325,30,3,2,1,5,3,29875,31,1.56,30,465,2
5326,57,0,0,1,1,1,119673,44,0.857,50,544,4
5327,40,7,1,1,2,3,54107,45,1.56,30,496,0
5328,45,0,0,0,4,1,21428,27,1.376,30,122,2
5329,34,4,1,1,2,3,23675,29,0.916,30,118,2
5330,50,7,0,2,4,1,39097,27,1.013,30,383,0
5331,35,3,1,1,4,3,28907,29,1.882,30,120,2
5332,61,4,0,2,3,1,100026,31,1.717,80,365,1
5333,31,3,2,1,3,3,24212,22,2.043,30,235,2
5334,77,0,0,0,2,1,125793,41,0.622,50,342,4
5335,90,8,0,1,1,0,27552,19,1.17,30,172,2
5336,29,4,2,1,7,3,25574,23,2.202,30,186,2
5337,24,4,2,1,4,2,14856,44,1.754,30,269,2
5338,32,7,1,0,1,3,21682,36,1.583,30,151,2
5339,53,7,0,1,1,1,80828,35,0.915,50,137,3
5340,53,7,0,1,2,1,27781,49,0.857,30,176,2
5341,35,3,1,1,4,3,24756,29,0.755,30,102,2
5342,32,3,1,1,5,3,30803,42,1.031,30,542,2
5343,39,0,1,1,3,3,24807,38,1.997,30,61,2
5344,43,7,0,2,4,3,123160,29,0.663,200,116,4
5345,29,0,2,1,2,3,19994,26,2.306,30,173,2
5346,22,3,2,1,4,2,19444,46,12.015,30,395,2
5347,39,6,1,1,1,3,25968,42,1.284,30,304,2
5348,20,3,2,1,3,2,19482,3,2.513,30,346,2
5349,62,0,0,0,2,1,46206,18,1.697,50,188,0
5350,44,1,0,1,1,1,112378,33,0.962,120,188,4
5351,41,4,1,1,1,3,86873,49,0.709,120,348,1
5352,63,0,0,0,3,1,121358,21,1.248,80,451,4
5353,25,3,2,1,4,2,26011,25,2.961,30,476,2
5354,57,0,0,1,1,1,23032,26,1.326,30,485,2
5355,50,4,0,2,7,1,63813,6,1.111,30,333,3
5356,22,3,2,1,4,2,20931,13,2.168,30,277,2
5357,22,3,2,1,6,2,22186,36,1.788,30,31,2
5358,67,3,0,2,7,1,97069,41,1.639,30,234,1
5359,25,5,2,1,4,2,30362,43,2.444,30,99,2
5360,57,0,0,1,2,1,66431,42,1.228,50,411,3
5361,28,3,2,1,2,3,21516,20,2.996,30,218,2
5362,23,3,2,1,6,2,23349,4,1.029,30,518,2
5363,65,0,0,2,6,1,125789,22,1.267,200,130,4
5364,41,6,1,1,3,3,104589,35,1.974,30,288,1
5365,79,8,0,0,2,0,22861,45,0.72,30,119,2
5366,55,0,0,1,1,1,74949,26,1.697,50,150,3
5367,21,3,2,1,1,2,18886,43,3.03,30,124,2
5368,22,3,2,1,8,2,14106,37,3.065,30,37,2
5369,35,0,1,2,4,3,20026,15,1.721,30,227,2
5370,40,5,1,1,2,3,66296,8,1.836,30,392,3
5371,32,5,1,2,2,3,19656,43,1.951,30,325,2
5372,28,7,2,2,1,3,26473,24,1.995,30,315,2
5373,24,3,2,1,4,2,14422,19,1.823,30,362,2
5374,73,0,0,1,1,1,101380,36,0.876,50,131,1
5375,55,0,0,1,4,1,77797,8,1.404,80,565,3
5376,58,0,0,2,3,1,56593,12,0.622,80,490,0
5377,43,7,0,1,2,3,68196,25,1.79,50,558,3
5378,66,0,0,1,2,1,75607,41,1.737,50,54,3
5379,77,7,0,2,2,1,112597,41,0.642,50,176,4
5380,20,5,2,1,3,2,13675,0,14.775,30,197,2
5381,36,4,1,1,2,3,20606,9,1.767,30,293,2
5382,58,0,0,1,2,1,78838,49,0.876,50,117,3
5383,30,0,2,2,3,3,29439,2,1.767,30,240,2
5384,75,8,0,1,2,1,118579,38,1.072,50,166,4
5385,30,0,2,1,3,3,27296,43,1.928,30,241,2
5386,41,0,1,2,2,3,36817,49,1.1,50,338,0
5387,46,0,0,2,4,1,93937,16,1.561,80,71,1
5388,35,0,1,1,7,3,29863,10,0.824,30,183,2
5389,31,4,2,1,1,3,26423,16,1.859,30,94,2
5390,34,3,1,1,4,3,23853,19,1.422,30,440,2
5391,97,8,0,1,1,0,107917,8,1.6,120,536,4
5392,39,0,1,1,1,3,25082,24,1.261,30,171,2
5393,40,3,1,1,4,3,24595,34,0.778,30,367,2
5394,36,1,1,2,2,3,30740,45,1.997,30,200,2
5395,44,1,0,1,1,1,82222,49,0.778,50,565,3
5396,28,7,2,0,2,3,24537,48,2.961,30,347,2
5397,74,0,0,2,2,1,24370,29,0.759,30,155,2
5398,20,3,2,2,3,2,21160,24,1.443,30,392,2
5399,68,4,0,0,2,1,49032,35,0.603,30,288,0
5400,23,3,2,1,2,2,22569,16,1.926,30,284,2
5401,31,3,2,1,4,3,26842,29,1.192,30,427,2
5402,40,4,1,1,1,3,112972,30,1.537,120,191,4
5403,30,5,2,1,3,3,18397,3,2.043,30,570,2
5404,40,7,1,2,4,3,119445,29,1.905,30,207,4
5405,58,2,0,2,4,1,27625,28,0.876,30,300,2
5406,33,5,1,1,5,3,22541,6,1.445,30,149,2
5407,58,0,0,2,3,1,59969,44,1.267,80,272,0
